7. 06/08 - 17:54:52.732 [main] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each : Logger=org.hibernate.jpa.HibernatePersistenceProvider
8. 06/08 - 17:54:52.732 [main] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=NewPersistenceUnit, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [projet_06] : Logger=org.hibernate.jpa.HibernatePersistenceProvider
9. 06/08 - 17:54:52.732 [main] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Excluding from consideration due to name mis-match : Logger=org.hibernate.jpa.HibernatePersistenceProvider
10. 06/08 - 17:54:52.732 [main] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Found no matching persistence units : Logger=org.hibernate.jpa.HibernatePersistenceProvider
7. 06/08 - 17:58:04.012 [main] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each : Logger=org.hibernate.jpa.HibernatePersistenceProvider
8. 06/08 - 17:58:04.012 [main] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=projet_06, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [projet_06] : Logger=org.hibernate.jpa.HibernatePersistenceProvider
9. 06/08 - 17:58:04.012 [main] DEBUG org.hibernate.jpa.boot.spi.ProviderChecker - Persistence-unit [projet_06] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider] : Logger=org.hibernate.jpa.boot.spi.ProviderChecker
10. 06/08 - 17:58:04.012 [main] DEBUG org.hibernate.jpa.internal.util.LogHelper - PersistenceUnitInfo [
	name: projet_06
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/OpenClassRooms/ocr_projet06/model/target/model-dev.jar
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		fr.ocr.prj06.stubs.dbCompteUtilisateurEntity
		fr.ocr.prj06.stubs.dbLongueurEntity
		fr.ocr.prj06.stubs.dbSecteurEntity
		fr.ocr.prj06.stubs.dbSpotEntity
		fr.ocr.prj06.stubs.dbTopoEntity
		fr.ocr.prj06.stubs.dbUtilisateurEntity
		fr.ocr.prj06.stubs.dbVoieEntity]
	Mapping files names []
	Properties [
		hibernate.connection.username: projet06
		hibernate.connection.password: projet06
		hibernate.show_sql: true
		hibernate.connection.url: jdbc:mysql://localhost:3306/ocr_projet06?serverTimezone=UTC
		hibernate.archive.autodetection: class
		hibernate.connection.driver_class: com.mysql.cj.jdbc.Driver
		hibernate.hbm2ddl.auto: validate
		hibernate.format_sql: true] : Logger=org.hibernate.jpa.internal.util.LogHelper
11. 06/08 - 17:58:04.028 [main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator]. : Logger=org.hibernate.integrator.internal.IntegratorServiceImpl
12. 06/08 - 17:58:04.028 [main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator]. : Logger=org.hibernate.integrator.internal.IntegratorServiceImpl
13. 06/08 - 17:58:04.028 [main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator]. : Logger=org.hibernate.integrator.internal.IntegratorServiceImpl
14. 06/08 - 17:58:04.059 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {[WORKING]} : Logger=org.hibernate.Version
15. 06/08 - 17:58:04.059 [main] DEBUG org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found : Logger=org.hibernate.cfg.Environment
16. 06/08 - 17:58:04.159 [main] DEBUG org.hibernate.service.spi.ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService] : Logger=org.hibernate.service.spi.ServiceBinding
17. 06/08 - 17:58:04.175 [main] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered : Logger=org.hibernate.cache.internal.RegionFactoryInitiator
18. 06/08 - 17:58:04.175 [main] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory : Logger=org.hibernate.cache.internal.RegionFactoryInitiator
19. 06/08 - 17:58:04.190 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final} : Logger=org.hibernate.annotations.common.Version
324. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for idvoie : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
325. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nom : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
326. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for idlongueur : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
327. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for cotation : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
328. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nom : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
329. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nombreDeSpits : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
330. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for idTopo : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
331. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for estDisponible : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
332. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for estPublie : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
333. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nom : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
334. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for resume : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
335. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for idCompte : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
336. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for droits : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
337. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for login : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
338. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for mdp : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
339. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for idsecteur : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
340. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nom : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
341. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for idspot : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
342. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for localisation : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
343. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.cfg.annotations.SimpleValueBinder - Starting fillSimpleValue for nom : Logger=org.hibernate.cfg.annotations.SimpleValueBinder
344. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [id_utilsateur] to be non-null as it is part of the primary key for table [utilisateur] : Logger=org.hibernate.mapping.PrimaryKey
345. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [idvoie] to be non-null as it is part of the primary key for table [voie] : Logger=org.hibernate.mapping.PrimaryKey
346. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [idlongueur] to be non-null as it is part of the primary key for table [longueur] : Logger=org.hibernate.mapping.PrimaryKey
347. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [id_topo] to be non-null as it is part of the primary key for table [topo] : Logger=org.hibernate.mapping.PrimaryKey
348. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [id_compte] to be non-null as it is part of the primary key for table [compte_utilisateur] : Logger=org.hibernate.mapping.PrimaryKey
349. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [idsecteur] to be non-null as it is part of the primary key for table [secteur] : Logger=org.hibernate.mapping.PrimaryKey
350. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [idspot] to be non-null as it is part of the primary key for table [spot] : Logger=org.hibernate.mapping.PrimaryKey
351. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: fr.ocr.prj06.stubs.dbCompteUtilisateurEntity : Logger=org.hibernate.boot.internal.InFlightMetadataCollectorImpl
352. 06/08 - 17:58:05.523 [main] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: fr.ocr.prj06.stubs.dbSecteurEntity : Logger=org.hibernate.boot.internal.InFlightMetadataCollectorImpl
353. 06/08 - 17:58:05.539 [main] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: fr.ocr.prj06.stubs.dbCompteUtilisateurEntity : Logger=org.hibernate.boot.internal.InFlightMetadataCollectorImpl
354. 06/08 - 17:58:05.539 [main] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: fr.ocr.prj06.stubs.dbSecteurEntity : Logger=org.hibernate.boot.internal.InFlightMetadataCollectorImpl
355. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.internal.SessionFactoryImpl - Building session factory : Logger=org.hibernate.internal.SessionFactoryImpl
356. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - SessionFactory name : null : Logger=org.hibernate.cfg.Settings
357. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Automatic flush during beforeCompletion(): enabled : Logger=org.hibernate.cfg.Settings
358. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Automatic session close at end of transaction: disabled : Logger=org.hibernate.cfg.Settings
359. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Statistics: disabled : Logger=org.hibernate.cfg.Settings
360. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Deleted entity synthetic identifier rollback: disabled : Logger=org.hibernate.cfg.Settings
361. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Default entity-mode: pojo : Logger=org.hibernate.cfg.Settings
362. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled : Logger=org.hibernate.cfg.Settings
363. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Allow initialization of lazy state outside session : disabled : Logger=org.hibernate.cfg.Settings
364. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Using BatchFetchStyle : LEGACY : Logger=org.hibernate.cfg.Settings
365. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Default batch fetch size: -1 : Logger=org.hibernate.cfg.Settings
366. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Maximum outer join fetch depth: 2 : Logger=org.hibernate.cfg.Settings
367. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Default null ordering: NONE : Logger=org.hibernate.cfg.Settings
368. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Order SQL updates by primary key: disabled : Logger=org.hibernate.cfg.Settings
369. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Order SQL inserts for batching: disabled : Logger=org.hibernate.cfg.Settings
370. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - multi-tenancy strategy : NONE : Logger=org.hibernate.cfg.Settings
371. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JTA Track by Thread: enabled : Logger=org.hibernate.cfg.Settings
372. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Query language substitutions: {} : Logger=org.hibernate.cfg.Settings
373. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Named query checking : enabled : Logger=org.hibernate.cfg.Settings
374. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Second-level cache: disabled : Logger=org.hibernate.cfg.Settings
375. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Second-level query cache: disabled : Logger=org.hibernate.cfg.Settings
376. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Second-level query cache factory: null : Logger=org.hibernate.cfg.Settings
377. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Second-level cache region prefix: null : Logger=org.hibernate.cfg.Settings
378. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Optimize second-level cache for minimal puts: disabled : Logger=org.hibernate.cfg.Settings
379. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Structured second-level cache entries: disabled : Logger=org.hibernate.cfg.Settings
380. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Second-level cache direct-reference entries: disabled : Logger=org.hibernate.cfg.Settings
381. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Automatic eviction of collection cache: disabled : Logger=org.hibernate.cfg.Settings
382. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JDBC batch size: 15 : Logger=org.hibernate.cfg.Settings
383. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JDBC batch updates for versioned data: enabled : Logger=org.hibernate.cfg.Settings
384. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Scrollable result sets: enabled : Logger=org.hibernate.cfg.Settings
385. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Wrap result sets: disabled : Logger=org.hibernate.cfg.Settings
386. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JDBC3 getGeneratedKeys(): enabled : Logger=org.hibernate.cfg.Settings
387. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JDBC result set fetch size: null : Logger=org.hibernate.cfg.Settings
388. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Connection release mode: AFTER_TRANSACTION : Logger=org.hibernate.cfg.Settings
389. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - Generate SQL with comments: disabled : Logger=org.hibernate.cfg.Settings
390. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JPA compliance - query :  : Logger=org.hibernate.cfg.Settings
391. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JPA compliance - closed-handling :  : Logger=org.hibernate.cfg.Settings
392. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JPA compliance - lists :  : Logger=org.hibernate.cfg.Settings
393. 06/08 - 17:58:05.554 [main] DEBUG org.hibernate.cfg.Settings - JPA compliance - transactions :  : Logger=org.hibernate.cfg.Settings
394. 06/08 - 17:58:05.586 [main] DEBUG org.hibernate.internal.SessionFactoryImpl - Session factory constructed with filter configurations : {} : Logger=org.hibernate.internal.SessionFactoryImpl
395. 06/08 - 17:58:05.601 [main] DEBUG org.hibernate.internal.SessionFactoryImpl - Instantiating session factory with properties: {sun.desktop=windows, awt.toolkit=sun.awt.windows.WToolkit, hibernate.format_sql=true, java.specification.version=12, sun.cpu.isalist=amd64, sun.jnu.encoding=Cp1252, java.class.path=C:\OpenClassRooms\ocr_projet06\model\target\model-dev.jar, java.vm.vendor=Oracle Corporation, sun.arch.data.model=64, user.variant=, java.vendor.url=https://java.oracle.com/, user.timezone=Europe/Paris, org.apache.logging.log4j.assignedSequences=15922, java.vm.specification.version=12, os.name=Windows 10, sun.java.launcher=SUN_STANDARD, user.country=FR, sun.boot.library.path=C:\Program Files\Java\jdk-12.0.1\bin, sun.java.command=C:\OpenClassRooms\ocr_projet06\model\target\model-dev.jar, jdk.debug=release, sun.cpu.endian=little, user.home=C:\Users\laure, user.language=fr, java.specification.vendor=Oracle Corporation, java.version.date=2019-04-16, java.home=C:\Program Files\Java\jdk-12.0.1, file.separator=\, java.vm.compressedOopsMode=32-bit, line.separator=
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, hibernate.transaction.coordinator_class=class org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, hibernate.hbm2ddl.auto=validate, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=12.0.1+12, user.name=laure, path.separator=;, hibernate.connection.username=****, os.version=10.0, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.archive.autodetection=class, hibernate.connection.url=jdbc:mysql://localhost:3306/ocr_projet06?serverTimezone=UTC, file.encoding=windows-1252, hibernate.ejb.persistenceUnitName=projet_06, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, hibernate.show_sql=true, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.vendor.url.bug=https://bugreport.java.com/bugreport/, java.io.tmpdir=C:\Users\laure\AppData\Local\Temp\, java.version=12.0.1, user.dir=C:\OpenClassRooms\ocr_projet06, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, hibernate.connection.password=****, sun.os.patch.level=, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@5e8359da, java.library.path=C:\Program Files\Java\jdk-12.0.1\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Users\laure\AppData\Local\JetBrains\Toolbox\apps\IDEA-U\ch-0\192.5728.98\jbr\\bin;C:\Users\laure\AppData\Local\JetBrains\Toolbox\apps\IDEA-U\ch-0\192.5728.98\jbr\\bin\server;C:\Program Files\Java\jdk1.8.0_202\bin;C:\Program Files\apache-maven-3.6.1\bin;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\Program Files\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;., java.vendor=Oracle Corporation, java.vm.info=mixed mode, sharing, java.vm.version=12.0.1+12, hibernate.bytecode.use_reflection_optimizer=false, sun.io.unicode.encoding=UnicodeLittle, java.class.version=56.0} : Logger=org.hibernate.internal.SessionFactoryImpl
396. 06/08 - 17:58:05.601 [main] DEBUG org.hibernate.secure.spi.JaccIntegrator - Skipping JACC integration as it was not enabled : Logger=org.hibernate.secure.spi.JaccIntegrator
397. 06/08 - 17:58:05.601 [main] DEBUG org.hibernate.internal.SessionFactoryImpl - Instantiated session factory : Logger=org.hibernate.internal.SessionFactoryImpl
398. 06/08 - 17:58:05.601 [main] DEBUG org.hibernate.type.spi.TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@2ef5df8f] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@73625632] : Logger=org.hibernate.type.spi.TypeConfiguration$Scope
399. 06/08 - 17:58:05.632 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbUtilisateurEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
400. 06/08 - 17:58:05.632 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbUtilisateurEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
401. 06/08 - 17:58:05.648 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbUtilisateurEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
402. 06/08 - 17:58:05.648 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbUtilisateurEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
403. 06/08 - 17:58:05.789 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbVoieEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
404. 06/08 - 17:58:05.789 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbVoieEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
405. 06/08 - 17:58:05.789 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbVoieEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
406. 06/08 - 17:58:05.789 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbVoieEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
407. 06/08 - 17:58:05.804 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbLongueurEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
408. 06/08 - 17:58:05.804 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbLongueurEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
409. 06/08 - 17:58:05.804 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbLongueurEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
410. 06/08 - 17:58:05.804 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbLongueurEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
411. 06/08 - 17:58:05.804 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbTopoEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
412. 06/08 - 17:58:05.804 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbTopoEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
413. 06/08 - 17:58:05.804 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbTopoEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
414. 06/08 - 17:58:05.804 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbTopoEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
415. 06/08 - 17:58:05.820 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbCompteUtilisateurEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
416. 06/08 - 17:58:05.820 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbCompteUtilisateurEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
417. 06/08 - 17:58:05.820 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbCompteUtilisateurEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
418. 06/08 - 17:58:05.820 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbCompteUtilisateurEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
419. 06/08 - 17:58:05.836 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbSecteurEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
420. 06/08 - 17:58:05.836 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbSecteurEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
421. 06/08 - 17:58:05.836 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbSecteurEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
422. 06/08 - 17:58:05.836 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbSecteurEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
423. 06/08 - 17:58:05.851 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [fr.ocr.prj06.stubs.dbSpotEntity] is safe : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
424. 06/08 - 17:58:05.851 [main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : fr.ocr.prj06.stubs.dbSpotEntity : Logger=org.hibernate.boot.internal.ClassLoaderAccessImpl
